FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,voie_generale,voie_technologique,voie_professionnelle,telephone,fax,web,mail,restauration,hebergement,ulis,apprentissage,segpa,section_arts,section_cinema,section_theatre,section_sport,section_internationale,section_europeenne,lycee_agricole,lycee_militaire,lycee_des_metiers,post_bac,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,etablissement_mere,type_rattachement_etablissement_mere,zone_animation_pedagogique,code_zone_animation_pedagogique,datemaj,gid,the_geom
edu_education.lycee.5074,0690564N,Lycée les Chartreux,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,58 rue Pierre Dupont ,69381,69001,Lyon 1er Arrondissement,true,false,false,+33472007550,+33472070210,https://www.leschartreux.com/,infocontact@leschartreux.net,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,77982511600022,912,"{""2019-2020"": 836, ""2020-2021"": 909, ""2021-2022"": 897, ""2022-2023"": 897, ""2023-2024"": 887, ""2024-2025"": 912}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17590,Numéro de rue,1925-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,,2025-10-07,5074,POINT (4.822450416572123 45.77180923070537)
edu_education.lycee.5075,0690571W,Lycée Saint-Marc,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,10 rue Sainte-Hélène ,69382,69287,Lyon 2e Arrondissement,true,false,false,+33478380606,+33478387259,https://www.centresaintmarc.org/lycee-general-saint-marc,lycee@centresaintmarc.org,true,false,false,true,false,true,true,true,false,false,true,false,false,false,true,false,77564732400075,860,"{""2019-2020"": 890, ""2020-2021"": 901, ""2021-2022"": 888, ""2022-2023"": 852, ""2023-2024"": 876, ""2024-2025"": 860}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2737,Numéro de rue,1971-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,,2025-10-07,5075,POINT (4.828890405287208 45.75506762421696)
edu_education.lycee.5076,0690574Z,Lycée Chevreul Lestonnac,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,2 boulevard des Tchécoslovaques ,69387,69007,Lyon 7e Arrondissement,true,true,false,+33472830620,,https://www.chevreullestonnac.fr/,secretariat.lycee7@chevreullestonnac.fr,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,83443713900019,890,"{""2019-2020"": 615, ""2020-2021"": 888, ""2021-2022"": 960, ""2022-2023"": 907, ""2023-2024"": 918, ""2024-2025"": 890}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15384,Numéro de rue,1915-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692922B,,,,,2025-10-07,5076,POINT (4.858122687483846 45.74918266455861)
edu_education.lycee.5060,0690539L,Lycée Assomption Bellevue - Pôle enseignement supérieur,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,172 avenue Jean Jaurès ,69142,69007,La Mulatière,false,false,false,+33437653070,+33437653072,https://sup-bellevue.org/,superieur@assomption-lyon.org,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,77971136500022,632,"{""2019-2020"": 666, ""2020-2021"": 642, ""2021-2022"": 629, ""2022-2023"": 642, ""2023-2024"": 625, ""2024-2025"": 632}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13381,Numéro de rue,1919-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692922B,,,,,2025-10-07,5060,POINT (4.812793124530459 45.73332460098048)
edu_education.lycee.5050,0690520R,Lycée La Favorite,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,62 rue de la Favorite ,69385,69322,Lyon 5e Arrondissement,true,true,false,+33472388400,+33472570064,https://www.la-favorite.org/,contact@la-favorite.org,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,77988334700022,620,"{""2019-2020"": 637, ""2020-2021"": 661, ""2021-2022"": 659, ""2022-2023"": 653, ""2023-2024"": 639, ""2024-2025"": 620}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19343,Numéro de rue,1941-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5050,POINT (4.8059432426854585 45.75645342316099)
edu_education.lycee.5055,0690533E,Lycée de la Trinité,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,31 rue de Sèze ,69386,69006,Lyon 6e Arrondissement,true,false,false,+33472830990,+33478830999,https://fenelon-trinite.fr/,accueil-lycee@fenelon-trinite.fr,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,32208469000021,520,"{""2019-2020"": 429, ""2020-2021"": 473, ""2021-2022"": 453, ""2022-2023"": 516, ""2023-2024"": 500, ""2024-2025"": 520}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7134,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,,2025-10-07,5055,POINT (4.846630066427805 45.768222924414914)
edu_education.lycee.5073,0690563M,Lycée Saint-Louis - Saint-Bruno,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,16 rue des Chartreux ,69381,69283,Lyon 1er Arrondissement,true,true,false,+33472982330,+33472982347,https://www.slsb.fr,lycee@slsb.fr,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,81214415200020,532,"{""2019-2020"": 537, ""2020-2021"": 538, ""2021-2022"": 557, ""2022-2023"": 533, ""2023-2024"": 552, ""2024-2025"": 532}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7425,Numéro de rue,1904-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,,2025-10-07,5073,POINT (4.823230134737717 45.771956961970886)
edu_education.lycee.5077,0690574Z,Lycée Chevreul Lestonnac - Site St Didier,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 route de Champagne ,69387,69370,Lyon 7e Arrondissement,true,false,false,+33437460286,,https://www.chevreullestonnac.fr/,secretariat.st-didier@chevreullestonnac.fr,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,83443713900019,890,"{""2019-2020"": 615, ""2020-2021"": 888, ""2021-2022"": 960, ""2022-2023"": 907, ""2023-2024"": 918, ""2024-2025"": 890}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17719,Numéro de rue,1915-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692922B,,,,,2025-10-07,5077,POINT (4.858122687483846 45.74918266455861)
edu_education.lycee.5311,0693857T,Section d'enseignement professionnel du Lycée polyvalent Louis Armand,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,507 avenue DU BEAUJOLAIS 69651 VILLEFRANCHE SUR SAONE CEDEX,69264,69651,Villefranche-sur-Saône,,,,+33474023000,,,ce.0693857T@ac-lyon.fr,true,true,false,,false,,,,,,,,,false,,false,,,,,Numéro de rue,2001-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0691644M,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5311,POINT (4.705470448908744 45.99934335903276)
edu_education.lycee.5070,0690553B,Lycée Notre-Dame,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,72 rue des Jardiniers BP 213 ,69264,69657,Villefranche-sur-Saône,true,true,false,+33474654847,+33474682563,https://www.csnd.fr/,lycee@csnd.fr,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,77976658300016,328,"{""2019-2020"": 228, ""2020-2021"": 283, ""2021-2022"": 312, ""2022-2023"": 314, ""2023-2024"": 337, ""2024-2025"": 328}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16781,Numéro de rue,1908-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692944A,,,,,2025-10-07,5070,POINT (4.72068099561914 45.988526443466725)
edu_education.lycee.5097,0690631L,Lycée ICOF,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,8 avenue Debrousse ,69385,69005,Lyon 5e Arrondissement,false,true,false,+33478150060,+33478150069,https://www.icof.fr/,contact@icof.fr,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,77988346100013,183,"{""2019-2020"": 222, ""2020-2021"": 198, ""2021-2022"": 217, ""2022-2023"": 211, ""2023-2024"": 189, ""2024-2025"": 183}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1530,Numéro de rue,1941-01-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5097,POINT (4.813896830276697 45.75073498110866)
edu_education.lycee.5098,0690634P,Lycée La Mache,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,75 boulevard Jean XXIII ,69388,69373,Lyon 8e Arrondissement,false,true,false,+33472785555,+33478004080,https://www.ecolelamache.org/,lycee@lamache.org,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,false,50215377800019,286,"{""2019-2020"": 283, ""2020-2021"": 276, ""2021-2022"": 287, ""2022-2023"": 286, ""2023-2024"": 293, ""2024-2025"": 286}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19510,Numéro de rue,1936-08-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,,2025-10-07,5098,POINT (4.870617453961706 45.73714846838786)
edu_education.lycee.5100,0690641X,Lycée professionnel Saint-Marc,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,4 rue Sainte-Hélène ,69382,69287,Lyon 2e Arrondissement,false,false,true,+33478387330,,https://www.lyceeprosaintmarc.org/,lyceepro@centresaintmarc.org,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,77564732400075,275,"{""2019-2020"": 280, ""2020-2021"": 265, ""2021-2022"": 280, ""2022-2023"": 283, ""2023-2024"": 263, ""2024-2025"": 275}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5438,Numéro de rue,1967-06-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,,2025-10-07,5100,POINT (4.828229766470231 45.7553233339019)
edu_education.lycee.5101,0690642Y,Lycée ORT,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,133 rue Marius Berliet ,69388,69373,Lyon 8e Arrondissement,false,true,false,+33472780909,+33478002847,https://ort-france.fr/lyon,lyon@ort.asso.fr,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,77568810400139,66,"{""2019-2020"": 75, ""2020-2021"": 69, ""2021-2022"": 73, ""2022-2023"": 77, ""2023-2024"": 71, ""2024-2025"": 66}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18543,Numéro de rue,1946-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,,,2025-10-07,5101,POINT (4.867663604414776 45.73812520090057)
edu_education.lycee.5102,0690646C,Lycée technologique privé Carrel,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,119 rue Boileau ,69386,69006,Lyon 6e Arrondissement,false,true,false,+33472715646,+33478720938,https://www.carrel.fr/,carrel@carrel.fr,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,75405326200020,68,"{""2019-2020"": 79, ""2020-2021"": 74, ""2021-2022"": 79, ""2022-2023"": 76, ""2023-2024"": 74, ""2024-2025"": 68}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19692,Numéro de rue,1951-11-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691663H,,,,,2025-10-07,5102,POINT (4.849633864919563 45.766219115761935)
edu_education.lycee.5103,0690651H,Lycée professionnel Saint-Joseph,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,327 rue Garibaldi ,69387,69363,Lyon 7e Arrondissement,false,false,true,+33478722172,+33478722557,https://assomption-stjosephiraf.org/lycee-professionnel/,contact-lycee@assomption-garibaldi.org,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,30023071100016,539,"{""2019-2020"": 533, ""2020-2021"": 533, ""2021-2022"": 547, ""2022-2023"": 510, ""2023-2024"": 537, ""2024-2025"": 539}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13549,Numéro de rue,1963-06-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,,2025-10-07,5103,POINT (4.852204163103425 45.747795618359525)
edu_education.lycee.5104,0690652J,Lycée professionnel privé Ateliers d'Apprentissage de l'Industrie,LYCEE PROFESSIONNEL,320,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,148 AVENUE FRANKLIN ROOSEVELT 69120 VAULX EN VELIN,69256,69120,Vaulx-en-Velin,,,,+33478490378,,,info@ecoleboisard.com,true,false,false,,false,,,,,,,,,false,,false,77564467700012,125,"{""2019-2020"": 91, ""2020-2021"": 156, ""2021-2022"": 140, ""2022-2023"": 102, ""2023-2024"": 96, ""2024-2025"": 125}",,Numéro de rue,1951-09-25,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692336P,,,,,2025-10-07,5104,POINT (4.9352345611918125 45.75494671959502)
edu_education.lycee.5105,0690653K,Lycée professionnel Orsel,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,30 rue Orsel ,69149,69600,Oullins-Pierre-Bénite,false,false,true,+33472663280,+33472663281,https://www.la-favorite.org/lycee-professionnel-orsel/,contact-orsel@la-favorite.org,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,77971707300026,254,"{""2019-2020"": 247, ""2020-2021"": 232, ""2021-2022"": 252, ""2022-2023"": 248, ""2023-2024"": 223, ""2024-2025"": 254}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7511,Numéro de rue,1976-06-14,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,,2025-10-07,5105,POINT (4.812452703964487 45.71646672088146)
edu_education.lycee.5106,0690660T,Lycée professionnel Japy,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 place Louis Pradel BP 1152 ,69381,69203,Lyon 1er Arrondissement,false,false,true,+33478282712,+33478283070,https://lyceejapy.fr/,contact@lyceejapy.fr,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,77984527000031,270,"{""2019-2020"": 303, ""2020-2021"": 285, ""2021-2022"": 232, ""2022-2023"": 263, ""2023-2024"": 269, ""2024-2025"": 270}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8299,Numéro de rue,1967-06-14,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694191F,,,,,2025-10-07,5106,POINT (4.837567405242126 45.768049352422224)
edu_education.lycee.5107,0690671E,Lycée Aux Lazaristes - La Salle site Croix-Rousse,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Neyret ,69381,69283,Lyon 1er Arrondissement,false,true,false,+33472101030,+33472101039,https://www.auxlazaristeslasalle.fr/,lycee.neyret@auxlazaristeslasalle.fr,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,30461408400057,299,"{""2019-2020"": 389, ""2020-2021"": 315, ""2021-2022"": 325, ""2022-2023"": 306, ""2023-2024"": 309, ""2024-2025"": 299}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13261,Numéro de rue,1967-11-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,,2025-10-07,5107,POINT (4.830230362921921 45.77167247356671)
edu_education.lycee.5110,0690697H,Lycée professionnel la Favorite,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,107 rue Commandant Charcot ,69202,69110,Sainte-Foy-lès-Lyon,false,false,true,+33478592597,+33478594203,https://www.la-favorite.org/,direction-lp@la-favorite.org,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,77988334700055,212,"{""2019-2020"": 204, ""2020-2021"": 200, ""2021-2022"": 187, ""2022-2023"": 196, ""2023-2024"": 201, ""2024-2025"": 212}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2327,Numéro de rue,1955-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,,2025-10-07,5110,POINT (4.788070124934175 45.74630606948599)
edu_education.lycee.5111,0690698J,Lycée professionnel de la SEPR,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,46 rue du professeur Rochaix ,69383,69003,Lyon 3e Arrondissement,false,false,true,+33472832727,,https://www.sepr.edu/,accueil@sepr.edu,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,false,77990483800066,414,"{""2019-2020"": 493, ""2020-2021"": 477, ""2021-2022"": 447, ""2022-2023"": 440, ""2023-2024"": 425, ""2024-2025"": 414}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6071,Numéro de rue,1967-06-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690053H,,,,,2025-10-07,5111,POINT (4.877238742993634 45.745688241069445)
edu_education.lycee.5383,0690712Z,Lycée professionnel privé Saint-Louis - Saint-Bruno,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,17 rue des Chartreux ,69381,69201,Lyon 1er Arrondissement,false,false,true,+33478277538,+33472077338,https://www.slsb.fr/lp/,lyceepro@slsb.fr,true,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,81214415200020,208,"{""2019-2020"": 163, ""2020-2021"": 178, ""2021-2022"": 170, ""2022-2023"": 184, ""2023-2024"": 195, ""2024-2025"": 208}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4935,Numéro de rue,1944-06-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,,2025-10-07,5383,POINT (4.823182420663778 45.772071224952)
edu_education.lycee.5099,0690636S,Centre d'enseignement professionnel et d'accueil des jeunes,LYCEE PROFESSIONNEL,320,Privé,HORS CONTRAT,10,CHEMIN DE BERNICOT BP 70 69564 ST GENIS LAVAL CEDEX,69204,69564,Saint-Genis-Laval,,,,+33478567415,,,cepaj@slea.asso.fr,true,true,false,,false,,,,,,,,,false,,false,77564914800043,,,,Rue,1967-06-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5099,POINT (4.773520760382818 45.69385219994558)
edu_education.lycee.5362,0694543N,Lycée polyvalent Arnaud Beltrame,LYCEE POLYVALENT,306,Public,SANS OBJET,99,10E rue Jean Jaurès ,69282,69330,Meyzieu,true,false,true,+33472980660,,https://colonel-arnaud-beltrame.ent.auvergnerhonealpes.fr/,ce.0694543N@ac-lyon.fr,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,20010038600016,911,"{""2023-2024"": 440, ""2024-2025"": 911}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23563,Numéro de rue,2023-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692704P,,,,,2025-10-07,5362,POINT (5.013142617950973 45.77013296071417)
edu_education.lycee.5348,0694374E,Ecole secondaire privée IPESS,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,HORS CONTRAT,10,181 avenue Jean Jaurès 69007 LYON,69387,69007,Lyon 7e Arrondissement,,,,+33437664885,,,l.gruer@espaceforma.com,false,false,false,,false,,,,,,,,,false,,false,49096278400024,,,,Numéro de rue,2019-03-20,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5348,POINT (4.836840805564323 45.7364373923854)
edu_education.lycee.5349,0694385S,Lycée général privé Acadomia Campus,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,HORS CONTRAT,10,2 rue DU VERCORS 69007 LYON,69387,69007,Lyon 7e Arrondissement,,,,+33437567800,,,contact@tpadequatacademy.com,false,false,false,,false,,,,,,,,,false,,false,49079564800149,,,,Numéro de rue,2019-09-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5349,POINT (4.826225375510137 45.72519491764442)
edu_education.lycee.5114,0691475D,Section d'enseignement professionnel du Lycée polyvalent privé Jehanne de France,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,6  RUE DE LA FRATERNELLE 69009 LYON,69389,69009,Lyon 9e Arrondissement,,,,+33472537030,,,direction@lpjdf.fr,true,false,true,,false,,,,,,,,,false,,false,77564734000048,,,,Numéro de rue,1967-06-14,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0693786R,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5114,POINT (4.803600472461575 45.76931901782648)
edu_education.lycee.5127,0691626T,Lycée professionnel Georges Lamarque,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,10 route de Genève BP 27 ,69286,69144,Rillieux-la-Pape,false,false,true,+33472274000,+33478081774,https://georges-lamarque.ent.auvergnerhonealpes.fr/,ce.0691626T@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,19691626600014,391,"{""2019-2020"": 293, ""2020-2021"": 317, ""2021-2022"": 351, ""2022-2023"": 359, ""2023-2024"": 385, ""2024-2025"": 391}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6039,Numéro de rue,1963-09-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692159X,,,,,2025-10-07,5127,POINT (4.882526344086443 45.8037846212662)
edu_education.lycee.5133,0691654Y,Lycée Champagnat,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,250 rue Chanoine Pavailler BP 40 ,69238,69590,Saint-Symphorien-sur-Coise,true,true,false,+33478484307,+33478443388,http://champagnat-stsymphorien.eu,accueil@champagnat-stsymphorien.eu,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,77974255000014,567,"{""2019-2020"": 601, ""2020-2021"": 613, ""2021-2022"": 638, ""2022-2023"": 618, ""2023-2024"": 599, ""2024-2025"": 567}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14169,Numéro de rue,1968-10-17,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690615U,,,,,2025-10-07,5133,POINT (4.452242578557498 45.62909091824532)
edu_education.lycee.5128,0691644M,Lycée polyvalent Louis Armand,LYCEE POLYVALENT,306,Public,SANS OBJET,99,"507 avenue du Beaujolais Gleizé, CS 60402 ",69264,69651,Villefranche-sur-Saône,true,true,true,+33474023000,+33474023004,https://lyc-louis-armand-villefranche.ent.auvergnerhonealpes.fr/,ce.0691644M@ac-lyon.fr,true,true,false,true,false,false,false,false,true,false,true,false,false,false,true,true,19691644900016,1678,"{""2019-2020"": 1659, ""2020-2021"": 1722, ""2021-2022"": 1741, ""2022-2023"": 1769, ""2023-2024"": 1715, ""2024-2025"": 1678}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13263,Numéro de rue,1968-07-09,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692699J,,,,,2025-10-07,5128,POINT (4.705849561137372 45.99919083640924)
edu_education.lycee.5134,0691659D,Lycée Don Bosco,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,12 montée Saint-Laurent ,69385,69322,Lyon 5e Arrondissement,false,true,false,+33472411454,+33472411455,https://www.donboscolyon.org/,lycee@donboscolyon.org,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,77988345300010,106,"{""2019-2020"": 100, ""2020-2021"": 117, ""2021-2022"": 110, ""2022-2023"": 103, ""2023-2024"": 104, ""2024-2025"": 106}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18302,Numéro de rue,1952-09-08,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5134,POINT (4.819326031127019 45.751858101062915)
edu_education.lycee.5149,0691680B,Lycée professionnel Saint-Charles,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,2831 route de Strasbourg ,69286,69140,Rillieux-la-Pape,false,false,true,+33472018990,+33472018995,https://st-charles.eu/,lycee@st-charles.eu,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,50814105800018,220,"{""2019-2020"": 262, ""2020-2021"": 234, ""2021-2022"": 222, ""2022-2023"": 206, ""2023-2024"": 204, ""2024-2025"": 220}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1535,Numéro de rue,1963-10-22,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692941X,,,,,2025-10-07,5149,POINT (4.895287160774396 45.82026918705394)
edu_education.lycee.5150,0691723Y,Lycée professionnel de coiffure de Lyon,LYCEE PROFESSIONNEL,320,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,28-30 rue Valentin Couturier ,69384,69004,Lyon 4e Arrondissement,false,false,false,+33478287735,+33472003684,https://www.ecole-coiffure-lyon.com/,Lycee@ecole-coiffure.org,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,77982536300020,96,"{""2019-2020"": 104, ""2020-2021"": 114, ""2021-2022"": 106, ""2022-2023"": 89, ""2023-2024"": 92, ""2024-2025"": 96}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19605,Numéro de rue,1971-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691662G,,,,,2025-10-07,5150,POINT (4.827034399124273 45.77638015228251)
edu_education.lycee.5151,0691724Z,Lycée professionnel de coiffure,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,22 rue d'Algérie ,69381,69001,Lyon 1er Arrondissement,false,false,true,+33478282800,+33472079031,http://www.lyceedecoiffure.com/,maubert@lyceedecoiffure.com,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,35018205100010,109,"{""2019-2020"": 137, ""2020-2021"": 156, ""2021-2022"": 138, ""2022-2023"": 102, ""2023-2024"": 90, ""2024-2025"": 109}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17837,Numéro de rue,1970-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694191F,,,,,2025-10-07,5151,POINT (4.832548510725717 45.767560832888755)
