FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,telephone,fax,web,mail,restauration,hebergement,ulis,segpa,section_sport,section_internationale,appartenance_education_prioritaire,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,zone_animation_pedagogique,code_zone_animation_pedagogique,circonscription,ips_par_uai,datemaj,gid,the_geom
edu_education.college.5338,0694317T,Ecole secondaire privée Dé-Couverte,COLLEGE,340,Privé,HORS CONTRAT,10,5 avenue Edouard Millaud 69290 CRAPONNE,69069,69290,Craponne,+33427116259,,,,false,false,false,false,,,,false,88480579700013,,,,Numéro de rue,2017-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5338,POINT (4.744975139751303 45.74729011806075)
edu_education.college.5172,0692163B,Collège Jean-Jacques Rousseau,COLLEGE,340,Public,SANS OBJET,99,29 rue François Mermet BP  65 ,69244,69812,Tassin-la-Demi-Lune,+33478341300,+33478347383,https://clgjeanjacquesrousseau.blogs.laclasse.com/,ce.0692163b@ac-lyon.fr,true,false,true,false,true,false,,false,19692163900015,689,"{""2019-2020"": 693, ""2020-2021"": 732, ""2021-2022"": 719, ""2022-2023"": 716, ""2023-2024"": 717, ""2024-2025"": 689}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5439,Numéro de rue,1971-02-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692163B,,,Circonscription d'inspection du 1er degré de Lyon Vaise - Tassin,"{""2016-2017"": 123.5, ""2017-2018"": 122.9, ""2018-2019"": 122.4, ""2019-2020"": 120.9, ""2020-2021"": 120.8, ""2021-2022"": 119.4, ""2022-2023"": 119.9, ""2023-2024"": 117, ""2024-2025"": 114.7}",2025-10-07,5172,POINT (4.769165826496545 45.75883414252643)
edu_education.college.5173,0692164C,Collège La Platière,COLLEGE,340,Public,SANS OBJET,99,182 allée du collège ,69248,69240,Thizy-les-Bourgs,+33474640196,+33474640978,https://college-la-platiere.etab.ac-lyon.fr/spip/,ce.0692164c@ac-lyon.fr,true,false,true,false,false,false,,false,19692164700018,160,"{""2019-2020"": 166, ""2020-2021"": 151, ""2021-2022"": 146, ""2022-2023"": 157, ""2023-2024"": 176, ""2024-2025"": 160}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17102,Numéro de rue,1971-02-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690016T,,,Circonscription d'inspection du 1er degré de Tarare,"{""2016-2017"": 96.2, ""2017-2018"": 97.5, ""2018-2019"": 94.1, ""2019-2020"": 92.7, ""2020-2021"": 90.9, ""2021-2022"": 89.5, ""2022-2023"": 93.9, ""2023-2024"": 92.1, ""2024-2025"": 90.5}",2025-10-07,5173,POINT (4.310899967645703 46.02948362748548)
edu_education.college.5174,0692165D,Collège Élie Vignal,COLLEGE SPECIALISE,352,Public,SANS OBJET,99,18 rue de Margnolles ,69034,69300,Caluire-et-Cuire,+33478297240,+33478297249,https://elie-vignal.ent.auvergnerhonealpes.fr/,ce.0692165d@ac-lyon.fr,true,false,false,false,false,false,,false,19692165400014,103,"{""2019-2020"": 90, ""2020-2021"": 80, ""2021-2022"": 83, ""2022-2023"": 97, ""2023-2024"": 106, ""2024-2025"": 103}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17618,Numéro de rue,1971-02-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0691728D,,,,"{""2016-2017"": 110.6, ""2017-2018"": 113.4, ""2018-2019"": 116.7, ""2019-2020"": 113, ""2020-2021"": 113.2, ""2021-2022"": 114, ""2022-2023"": 115, ""2023-2024"": 124.6, ""2024-2025"": 123.1}",2025-10-07,5174,POINT (4.83536240798309 45.784119189374536)
edu_education.college.5171,0692162A,Section d'enseignement général et professionnel adapté du Collège Gérard Philipe,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,6 avenue Salvador Allende 69800 ST PRIEST,69290,69800,Saint-Priest,+33472236747,,,ce.0692162A@ac-lyon.fr,true,false,false,false,,,,false,19692160500016,,,,Numéro de rue,1971-02-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5171,POINT (4.9344029487297645 45.7040582976507)
edu_education.college.5176,0692334M,Collège Jean Monnet,COLLEGE,340,Public,SANS OBJET,99,18 rue Seguin ,69382,69002,Lyon 2e Arrondissement,+33478429354,,https://jmonnet.etab.ac-lyon.fr/spip/,ce.0692334m@ac-lyon.fr,true,false,true,false,true,false,,false,19692334600015,436,"{""2019-2020"": 536, ""2020-2021"": 515, ""2021-2022"": 536, ""2022-2023"": 483, ""2023-2024"": 437, ""2024-2025"": 436}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2107,Numéro de rue,1972-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692693C,,,Circonscription d'inspection du 1er degré de Lyon 8ème - 2ème,"{""2016-2017"": 114.6, ""2017-2018"": 114.1, ""2018-2019"": 112, ""2019-2020"": 110.8, ""2020-2021"": 105.7, ""2021-2022"": 105.5, ""2022-2023"": 107.2, ""2023-2024"": 105, ""2024-2025"": 104.5}",2025-10-07,5176,POINT (4.822549525924388 45.74578468622834)
edu_education.college.5177,0692335N,Collège Évariste Galois,COLLEGE,340,Public,SANS OBJET,99,10 avenue du Carreau ,69282,69330,Meyzieu,+33478315021,,https://galoismeyzieu.wixsite.com/evaristegalois,ce.0692335N@ac-lyon.fr,true,false,true,true,false,false,,false,19692335300011,645,"{""2019-2020"": 687, ""2020-2021"": 617, ""2021-2022"": 644, ""2022-2023"": 669, ""2023-2024"": 661, ""2024-2025"": 645}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7961,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692335N,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 103.6, ""2017-2018"": 103.6, ""2018-2019"": 101.1, ""2019-2020"": 101.3, ""2020-2021"": 100.7, ""2021-2022"": 102.7, ""2022-2023"": 100.9, ""2023-2024"": 101.4, ""2024-2025"": 101.2}",2025-10-07,5177,POINT (4.994395300002458 45.770055040908574)
edu_education.college.5178,0692336P,Collège Henri Barbusse,COLLEGE,340,Public,SANS OBJET,99,10 avenue Henri Barbusse BP  2 ,69256,69511,Vaulx-en-Velin,+33478821483,+33478803698,https://collegehenribarbusse.blogs.laclasse.com/,ce.0692336P@ac-lyon.fr,true,false,true,true,false,false,REP+,false,19692336100014,598,"{""2019-2020"": 587, ""2020-2021"": 646, ""2021-2022"": 634, ""2022-2023"": 629, ""2023-2024"": 630, ""2024-2025"": 598}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5795,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692336P,,,Circonscription d'inspection du 1er degré de Vaulx en Velin 2,"{""2016-2017"": 73.2, ""2017-2018"": 76.6, ""2018-2019"": 76.3, ""2019-2020"": 78.2, ""2020-2021"": 77.3, ""2021-2022"": 79.5, ""2022-2023"": 77.4, ""2023-2024"": 81.1, ""2024-2025"": 79.4}",2025-10-07,5178,POINT (4.917235287048298 45.78584196476795)
edu_education.college.5179,0692337R,Collège Lamartine,COLLEGE,340,Public,SANS OBJET,99,26 à 36 rue Louis Teillon ,69266,69100,Villeurbanne,+33472156290,+33472158024,https://collegelamartine.blogs.laclasse.com/,ce.0692337R@ac-lyon.fr,true,false,true,false,false,false,REP+,true,19692337900016,518,"{""2019-2020"": 569, ""2020-2021"": 555, ""2021-2022"": 554, ""2022-2023"": 539, ""2023-2024"": 498, ""2024-2025"": 518}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12002,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691664J,,,Circonscription d'inspection du 1er degré de Villeurbanne 2,"{""2016-2017"": 69.2, ""2017-2018"": 70, ""2018-2019"": 69.9, ""2019-2020"": 74.1, ""2020-2021"": 72.6, ""2021-2022"": 72.8, ""2022-2023"": 74.5, ""2023-2024"": 76.8, ""2024-2025"": 77.4}",2025-10-07,5179,POINT (4.916918126529449 45.75062425677)
edu_education.college.5180,0692338S,Collège Vendôme,COLLEGE,340,Public,SANS OBJET,99,69 rue Vendôme ,69386,69006,Lyon 6e Arrondissement,+33472697650,+33472697651,https://vendome.etab.ac-lyon.fr/spip/,ce.0692338S@ac-lyon.fr,true,false,true,false,true,false,,true,19692338700019,676,"{""2019-2020"": 838, ""2020-2021"": 804, ""2021-2022"": 759, ""2022-2023"": 729, ""2023-2024"": 726, ""2024-2025"": 676}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7457,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691663H,,,Circonscription d'inspection du 1er degré de Lyon 6ème - Villeurbanne,"{""2016-2017"": 138.4, ""2017-2018"": 138.5, ""2018-2019"": 138.9, ""2019-2020"": 135.4, ""2020-2021"": 136.3, ""2021-2022"": 138, ""2022-2023"": 139.4, ""2023-2024"": 141.1, ""2024-2025"": 138.5}",2025-10-07,5180,POINT (4.844770596031649 45.770544817477095)
edu_education.college.5181,0692339T,Collège Georges Clemenceau,COLLEGE,340,Public,SANS OBJET,99,40 rue Capitaine Robert Cluzan ,69387,69007,Lyon 7e Arrondissement,+33478720376,+33472718562,http://college-clemenceau.etab.ac-lyon.fr/spip/,ce.0692339T@ac-lyon.fr,true,false,true,true,true,false,,false,19692339500012,735,"{""2019-2020"": 916, ""2020-2021"": 967, ""2021-2022"": 839, ""2022-2023"": 768, ""2023-2024"": 691, ""2024-2025"": 735}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5692,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692339T,,,Circonscription d'inspection du 1er degré de Lyon 7ème - La Mulatière,"{""2016-2017"": 97, ""2017-2018"": 96.6, ""2018-2019"": 93.3, ""2019-2020"": 99.9, ""2020-2021"": 99.2, ""2021-2022"": 97.7, ""2022-2023"": 102.7, ""2023-2024"": 107.6, ""2024-2025"": 107.6}",2025-10-07,5181,POINT (4.841024950011324 45.75018277861452)
edu_education.college.5182,0692340U,Collège Henri Longchambon,COLLEGE,340,Public,SANS OBJET,99,24 rue Stéphane Coignet ,69388,69008,Lyon 8e Arrondissement,+33478740517,+33478774533,https://collegelongchambon.blogs.laclasse.com/,ce.0692340U@ac-lyon.fr,true,false,true,true,true,false,REP+,false,19692340300014,627,"{""2019-2020"": 639, ""2020-2021"": 672, ""2021-2022"": 647, ""2022-2023"": 648, ""2023-2024"": 619, ""2024-2025"": 627}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7458,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,Circonscription d'inspection du 1er degré de Lyon 8ème - 2ème,"{""2016-2017"": 76, ""2017-2018"": 75.9, ""2018-2019"": 75.9, ""2019-2020"": 73.3, ""2020-2021"": 72.3, ""2021-2022"": 73.2, ""2022-2023"": 76.6, ""2023-2024"": 80.6, ""2024-2025"": 78.2}",2025-10-07,5182,POINT (4.874144766940048 45.72596123676008)
edu_education.college.5183,0692341V,Section d'enseignement général et professionnel adapté du Collège Henri Longchambon,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,24 rue STEPHANE COIGNET 69008 LYON,69388,69008,Lyon 8e Arrondissement,+33478740517,,,ce.0692341V@ac-lyon.fr,true,false,false,false,,,,false,19692340300014,,,,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5183,POINT (4.874144766940048 45.72596123676008)
edu_education.college.5184,0692342W,Collège Alain,COLLEGE,340,Public,SANS OBJET,99,1 rue de Valence ,69199,69190,Saint-Fons,+33472890079,,http://college-alain.blogs.laclasse.com/,ce.0692342w@ac-lyon.fr,true,false,true,true,true,false,REP+,false,19692342900019,880,"{""2019-2020"": 789, ""2020-2021"": 815, ""2021-2022"": 821, ""2022-2023"": 870, ""2023-2024"": 895, ""2024-2025"": 880}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13080,Numéro de rue,1972-01-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692342W,,,Circonscription d'inspection du 1er degré de Saint Fons,"{""2016-2017"": 71.2, ""2017-2018"": 72, ""2018-2019"": 70.9, ""2019-2020"": 69.1, ""2020-2021"": 66.9, ""2021-2022"": 66.6, ""2022-2023"": 71.8, ""2023-2024"": 72.2, ""2024-2025"": 73}",2025-10-07,5184,POINT (4.855460398189425 45.696744263909004)
edu_education.college.5185,0692343X,Collège Elsa Triolet,COLLEGE,340,Public,SANS OBJET,99,3 avenue division Leclerc ,69259,69200,Vénissieux,+33472890000,+33472891247,https://college-elsa-triolet.etab.ac-lyon.fr/spip/,ce.0692343x@ac-lyon.fr,true,false,true,true,true,true,REP+,false,19692343700012,668,"{""2019-2020"": 631, ""2020-2021"": 655, ""2021-2022"": 671, ""2022-2023"": 692, ""2023-2024"": 692, ""2024-2025"": 668}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6034,Numéro de rue,1972-01-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692343X,,,Circonscription d'inspection du 1er degré de Vénissieux 2,"{""2016-2017"": 64.6, ""2017-2018"": 62.9, ""2018-2019"": 64.7, ""2019-2020"": 66, ""2020-2021"": 66.6, ""2021-2022"": 67.4, ""2022-2023"": 67.3, ""2023-2024"": 68.5, ""2024-2025"": 69.1}",2025-10-07,5185,POINT (4.866355379613103 45.69747044474296)
edu_education.college.5186,0692344Y,Section d'enseignement général et professionnel adapté du Collège Elsa Triolet,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,3 avenue DIVISION LECLERC 69694 VENISSIEUX CEDEX,69259,69694,Vénissieux,+33472890000,,,ce.0692344Y@ac-lyon.fr,true,false,false,false,,,,false,19692343700012,,,,Numéro de rue,1972-01-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5186,POINT (4.866355379613103 45.69747044474296)
edu_education.college.5187,0692346A,Collège Pierre de Ronsard,COLLEGE,340,Public,SANS OBJET,99,9 route St-Sorlin ,69141,69440,Mornant,+33478199310,,https://ronsard.etab.ac-lyon.fr/spip/,ce.0692346a@ac-lyon.fr,true,false,false,false,false,false,,false,19692346000014,664,"{""2019-2020"": 575, ""2020-2021"": 623, ""2021-2022"": 660, ""2022-2023"": 663, ""2023-2024"": 676, ""2024-2025"": 664}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6985,Numéro de rue,1972-01-26,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692346A,,,Circonscription d'inspection du 1er degré de Mornant Sud,"{""2016-2017"": 120.1, ""2017-2018"": 119.3, ""2018-2019"": 119.4, ""2019-2020"": 120.9, ""2020-2021"": 123.4, ""2021-2022"": 123, ""2022-2023"": 120.7, ""2023-2024"": 120.2, ""2024-2025"": 120}",2025-10-07,5187,POINT (4.668887134464426 45.61949074808311)
edu_education.college.5189,0692352G,Section d'enseignement général et professionnel adapté du Collège Evariste Galois,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,Avenue DU CARREAU BP 74 69882 MEYZIEU CEDEX,69282,69882,Meyzieu,+33478315021,,,ce.0692352G@ac-lyon.fr,true,false,false,false,,,,false,19692335300011,,,,Rue,1972-03-22,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,,2025-10-07,5189,POINT (4.989566826549862 45.77587570662707)
edu_education.college.5190,0692410V,Collège Charles Sénard,COLLEGE,340,Public,SANS OBJET,99,10 rue Montessuy ,69034,69300,Caluire-et-Cuire,+33478989100,+33478089130,,ce.0692410V@ac-lyon.fr,true,false,true,false,true,false,,false,19692410400017,627,"{""2019-2020"": 667, ""2020-2021"": 661, ""2021-2022"": 609, ""2022-2023"": 605, ""2023-2024"": 627, ""2024-2025"": 627}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11646,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692410V,,,Circonscription d'inspection du 1er degré de Lyon 4ème - Caluire,"{""2016-2017"": 111, ""2017-2018"": 110.4, ""2018-2019"": 107.6, ""2019-2020"": 106.3, ""2020-2021"": 104.5, ""2021-2022"": 105.9, ""2022-2023"": 104.2, ""2023-2024"": 103.4, ""2024-2025"": 101.6}",2025-10-07,5190,POINT (4.843673395149213 45.79062212175324)
edu_education.college.5188,0692347B,Section d'enseignement général et professionnel adapté du Collège Pierre Brossolette,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,19 boulevard GENERAL DE GAULLE 69600 OULLINS PIERRE BENITE,69149,69600,Oullins-Pierre-Bénite,+33478510217,,,ce.0692347B@ac-lyon.fr,true,false,false,false,,,,false,19690075700010,,,,Numéro de rue,1972-01-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5188,POINT (4.790044348266654 45.71649429285691)
edu_education.college.5191,0692411W,Collège Molière,COLLEGE,340,Public,SANS OBJET,99,33 avenue du Château ,69383,69003,Lyon 3e Arrondissement,+33478548486,+33472686045,https://college-moliere.etab.ac-lyon.fr/spip/,ce.0692411W@ac-lyon.fr,true,false,true,false,false,false,,false,19692411200010,532,"{""2019-2020"": 590, ""2020-2021"": 567, ""2021-2022"": 535, ""2022-2023"": 543, ""2023-2024"": 505, ""2024-2025"": 532}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14478,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690053H,,,Circonscription d'inspection du 1er degré de Lyon 3ème,"{""2016-2017"": 115.6, ""2017-2018"": 108.1, ""2018-2019"": 113.7, ""2019-2020"": 110.2, ""2020-2021"": 108.6, ""2021-2022"": 104.5, ""2022-2023"": 116.3, ""2023-2024"": 116.6, ""2024-2025"": 114.8}",2025-10-07,5191,POINT (4.885861441470983 45.749319381684785)
edu_education.college.5192,0692412X,Section d'enseignement général et professionnel adapté du Collège Georges Clémenceau,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,40 rue CAPITAINE ROBERT CLUZAN 69007 LYON,69387,69007,Lyon 7e Arrondissement,+33478720376,,,ce.0692412X@ac-lyon.fr,true,false,false,false,,,,false,19692339500012,,,,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,,2025-10-07,5192,POINT (4.841024950011324 45.75018277861452)
edu_education.college.5193,0692413Y,Section d'enseignement général et professionnel adapté du Collège Alain,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,1 rue DE VALENCE 69190 ST FONS,69199,69190,Saint-Fons,+33472890079,,,ce.0692413Y@ac-lyon.fr,true,false,false,false,,,,false,19692342900019,,,,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5193,POINT (4.855460398189425 45.696744263909004)
edu_education.college.5194,0692414Z,Collège Jean-Philippe Rameau,COLLEGE,340,Public,SANS OBJET,99,1 rue Jean-Philippe Rameau ,69040,69410,Champagne-au-Mont-d'Or,+33478350963,+33478352145,https://college-jean-philippe-rameau.blogs.laclasse.com/,ce.0692414Z@ac-lyon.fr,true,false,true,true,true,false,,true,19692414600018,646,"{""2019-2020"": 667, ""2020-2021"": 639, ""2021-2022"": 651, ""2022-2023"": 661, ""2023-2024"": 650, ""2024-2025"": 646}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12120,Rue,1973-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692414Z,,,Circonscription d'inspection du 1er degré d'Ecully Lyon Duchère,"{""2016-2017"": 113.9, ""2017-2018"": 113.4, ""2018-2019"": 111, ""2019-2020"": 110.4, ""2020-2021"": 107.4, ""2021-2022"": 106.4, ""2022-2023"": 110, ""2023-2024"": 107.1, ""2024-2025"": 105.4}",2025-10-07,5194,POINT (4.788188554322999 45.79275611790647)
edu_education.college.5195,0692416B,Section d'enseignement général et professionnel adapté du Collège Henri Barbusse,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,10 avenue Henri Barbusse BP 2 69511 VAULX EN VELIN CEDEX,69256,69511,Vaulx-en-Velin,+33478821483,,,ce.0692416B@ac-lyon.fr,true,false,false,false,,,,false,19692336100014,,,,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,,2025-10-07,5195,POINT (4.917235287048298 45.78584196476795)
edu_education.college.5196,0692417C,Collège Boris Vian,COLLEGE,340,Public,SANS OBJET,99,115 rue du Grisard ,69290,69800,Saint-Priest,+33472236280,+33478205925,https://collegeborisvian.blogs.laclasse.com/,ce.0692417C@ac-lyon.fr,true,false,true,false,true,false,,true,19692417900019,636,"{""2019-2020"": 639, ""2020-2021"": 730, ""2021-2022"": 620, ""2022-2023"": 619, ""2023-2024"": 625, ""2024-2025"": 636}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4524,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692417C,,,Circonscription d'inspection du 1er degré de Saint Priest,"{""2016-2017"": 96.4, ""2017-2018"": 93.4, ""2018-2019"": 92.1, ""2019-2020"": 91.2, ""2020-2021"": 91.6, ""2021-2022"": 90.5, ""2022-2023"": 88.7, ""2023-2024"": 87.8, ""2024-2025"": 89.2}",2025-10-07,5196,POINT (4.961193908029515 45.696751164144246)
edu_education.college.5198,0692419E,Collège Émile Malfroy,COLLEGE,340,Public,SANS OBJET,99,3 rue de la République ,69096,69520,Grigny-sur-Rhône,+33472243738,+33472243567,,ce.0692419e@ac-lyon.fr,true,false,true,true,false,false,,true,19692419500015,578,"{""2019-2020"": 723, ""2020-2021"": 702, ""2021-2022"": 651, ""2022-2023"": 643, ""2023-2024"": 603, ""2024-2025"": 578}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1109,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692419E,,,Circonscription d'inspection du 1er degré de Givors,"{""2016-2017"": 95.4, ""2017-2018"": 94.6, ""2018-2019"": 96.7, ""2019-2020"": 96, ""2020-2021"": 97.4, ""2021-2022"": 97.2, ""2022-2023"": 97.2, ""2023-2024"": 99.6, ""2024-2025"": 97.5}",2025-10-07,5198,POINT (4.785457621860339 45.6072403510552)
edu_education.college.5199,0692420F,Collège Maurice Utrillo,COLLEGE,340,Public,SANS OBJET,99,26 rue du Forest ,69115,69400,Limas,+33474680781,+33474655245,https://mauriceutrillo-limas.ent.auvergnerhonealpes.fr/,ce.0692420f@ac-lyon.fr,true,false,true,true,true,false,,false,19692420300025,665,"{""2019-2020"": 740, ""2020-2021"": 738, ""2021-2022"": 717, ""2022-2023"": 726, ""2023-2024"": 701, ""2024-2025"": 665}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8367,Rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692420F,,,Circonscription d'inspection du 1er degré d'Anse,"{""2016-2017"": 94, ""2017-2018"": 93.1, ""2018-2019"": 92.7, ""2019-2020"": 94.5, ""2020-2021"": 94, ""2021-2022"": 94.7, ""2022-2023"": 93.9, ""2023-2024"": 94.7, ""2024-2025"": 94.7}",2025-10-07,5199,POINT (4.704879941151014 45.981453490958096)
edu_education.college.5200,0692421G,Section d'enseignement général et professionnel adapté du Collège Maurice Utrillo,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,Rue DU FOREST - LIMAS BP 478 69665 VILLEFRANCHE SUR SAONE CEDEX,69115,69665,Limas,+33474680781,,,ce.0692421G@ac-lyon.fr,true,false,false,false,,,,false,19692420300017,,,,Rue,1974-05-06,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH C,,2025-10-07,5200,POINT (4.7030122036400845 45.980173774242004)
edu_education.college.5201,0692422H,Collège Jean Rostand,COLLEGE,340,Public,SANS OBJET,99,2 rue de l'EDF BP 33 ,69069,69290,Craponne,+33478570420,+33478570477,https://jeanrostand.blogs.laclasse.com/,ce.0692422H@ac-lyon.fr,true,false,true,false,false,false,,false,19692422900012,723,"{""2019-2020"": 697, ""2020-2021"": 700, ""2021-2022"": 673, ""2022-2023"": 694, ""2023-2024"": 709, ""2024-2025"": 723}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2734,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0693890D,,,Circonscription d'inspection du 1er degré d'Oullins,"{""2016-2017"": 119.6, ""2017-2018"": 119.6, ""2018-2019"": 121.2, ""2019-2020"": 121.1, ""2020-2021"": 124.8, ""2021-2022"": 118.3, ""2022-2023"": 121.9, ""2023-2024"": 122.4, ""2024-2025"": 122.2}",2025-10-07,5201,POINT (4.727599973851661 45.74504107994229)
edu_education.college.5202,0692423J,Collège Jean Renoir,COLLEGE,340,Public,SANS OBJET,99,4 avenue de l'Europe ,69143,69250,Neuville-sur-Saône,+33478912014,+33472087774,https://www.college-jeanrenoir.fr/,ce.0692423J@ac-lyon.fr,true,false,true,true,false,false,,false,19692423700015,962,"{""2019-2020"": 816, ""2020-2021"": 852, ""2021-2022"": 863, ""2022-2023"": 903, ""2023-2024"": 911, ""2024-2025"": 962}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3289,Rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692423J,,,Circonscription d'inspection du 1er degré de Neuville - Val de Saône,"{""2016-2017"": 107.3, ""2017-2018"": 107.6, ""2018-2019"": 108.9, ""2019-2020"": 108.3, ""2020-2021"": 107.8, ""2021-2022"": 107, ""2022-2023"": 111.7, ""2023-2024"": 111.8, ""2024-2025"": 113.5}",2025-10-07,5202,POINT (4.846531511463311 45.86959978862085)
edu_education.college.5203,0692424K,Section d'enseignement général et professionnel adapté du Collège Emile Malfroy,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,3 rue de la République 69520 GRIGNY SUR RHONE,69096,69520,Grigny-sur-Rhône,+33472243738,,,ce.0692424K@ac-lyon.fr,true,false,false,false,,,,false,19692419500015,,,,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,,2025-10-07,5203,POINT (4.785457621860339 45.6072403510552)
